objectid,title,format,object_template,object_download,image_small,image_thumb,catalog number,site,unit/quad,area,ctx,sub ctx,mat class 1,mat type 1,mat class 2,mat type 2,object name,object description,manufacture 1,manufacture 2,item count,portion represented,associated with cat no.,surface feature,plastics_plastic color 1,plastics_plastic color 2,ceramic_paste color,ceramic_glaze,ceramic_decoration 1,ceramic_decor 1 description,ceramic_decor 1 color,ceramic_decoration 2,ceramic_decor 2 description,ceramic_decor 2 color,ceramic_decoration 3,ceramic_decor 3 description,ceramic_decor 3 color,glass_glass color,glass_container shape,glass_finish description 1,glass_finish description 2,glass_base description 1,glass_base description 2,glass_shoulder description,glass_neck description,glass_decoration 1 glass,glass_decoration 2 glass,maker mark,maker,maker location,product,product manufacturer,product manufacturer location,thickness/gauge (cm),length/height (cm),metal_nail d size,width (cm),rim diameter (cm),base diameter (cm),date start,date end,comments,most representative photo,faunal_animal class,faunal_species,faunal_body part,faunal_element category,faunal_element,faunal_tooth listing,faunal_side,faunal_bone modification,faunal_butchering marks,faunal_quantity
MHS_439,[MHS_439]  -  (60),image/jpg,image,,,,439,MHS,UNIT 22,,9,,GLASS,GLASS,,,GLASS,,,,60,,,,,,,,,,,,,,,,,TRANSPARENT/CLEAR/COLORLESS,,,,,,,,,,,,,,,,,,,,,,,,ALL TINY PEICES OF COLORLESS GLASS,,,,,,,,,,,
MHS_440,[MHS_440] CONTAINER GLASS MISC - BODY (5),image/jpg,image,,,,440,MHS,UNIT 22,,9,,GLASS,GLASS,,,CONTAINER GLASS,CONTAINER GLASS MISC,AT LEAST 2 PART MOLD,,5,BODY,,,,,,,,,,,,,,,,TRANSPARENT/CLEAR/COLORLESS,CYLINDRICAL,,,,,,,,,,,,,,,,,,,,,,,ONE PEICE MAY BE NECK AND/OR FINISH BUT IT IS UNCLEAR DUE TO THE AMOUNT FOUNT,,,,,,,,,,,
MHS_441,[MHS_441]  -  (3),image/jpg,image,,,,441,MHS,UNIT 22,,9,,GLASS,GLASS,,,GLASS,,,,3,,,,,,,,,,,,,,,,,COKE GREEN,,,,,,,,,,,,,,,,,,,,,,,,FRAGMENTS ARE SMALLER THAN HALF MY PINKY FINGERNAIL I AM UNABLE TO DETERMINE WHAT THEY GO TO,,,,,,,,,,,
MHS_442,[MHS_442]  -  (1),image/jpg,image,,,,442,MHS,UNIT 22,,9,,GLASS,GLASS,,,GLASS,,,,1,,,,,,,,,,,,,,,,,TRANSPARENT/CLEAR/COLORLESS,,,,,,,,MOLDED STARBURST,,,,,,,,,,,,,,,,"THERE IS HALF A STAR INSET INTO THE GLASS, BUT ALSO RAISED",,,,,,,,,,,
MHS_443,[MHS_443] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,443,MHS,UNIT 22,,11,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,UNKNOWN,LIMB,BIRD-SPECIFIC,TARSOMETATARSUS,,LEFT,,,1
MHS_444,[MHS_444] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,444,MHS,UNIT 22,,11,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,UNKNOWN,LIMB,BIRD-SPECIFIC,FIRST PHALANX,,RIGHT,,,1
MHS_445,[MHS_445] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,445,MHS,UNIT 22,,11,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,UNKNOWN,LIMB,OTHER,UNIDENTIFIED LONG BONE,,UNKNOWN,,,1
MHS_446,[MHS_446]  -  (),image/jpg,image,,,,446,MHS,UNIT 22,,11,,ORGANIC,SHELL,,,SHELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,SHELL,OTHER,SHELL,,UNKNOWN,,,1
MHS_447,[MHS_447] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,447,MHS,UNIT 22,,11,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, LARGE",COW,LIMB,OTHER,FEMUR,,UNKNOWN,,ROUND CUT,4
MHS_448,[MHS_448] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,448,MHS,UNIT 22,,11,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, LARGE",COW,LIMB,OTHER,FEMUR,,UNKNOWN,,ROUND CUT,8
MHS_449,[MHS_449] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,449,MHS,UNIT 22,,11,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, LARGE",UNKNOWN,LIMB,OTHER,RADIUS,,LEFT,,,1
MHS_450,[MHS_450] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,450,MHS,UNIT 22,,11,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,UNKNOWN,LIMB,BIRD-SPECIFIC,TIBIOTARSUS,,RIGHT,,,1
MHS_451,[MHS_451] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,451,MHS,UNIT 22,,11,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,,,1
MHS_452,[MHS_452] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,452,MHS,UNIT 22,,12,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,BURNT WHITE AND BLACK,,2
MHS_453,[MHS_453] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,453,MHS,UNIT 22,,12,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,UNKNOWN,LIMB,OTHER,UNIDENTIFIED LONG BONE,,LEFT,,,1
MHS_454,[MHS_454] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,454,MHS,UNIT 22,,13,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,BURNT WHITE,,8
MHS_455,[MHS_455] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,455,MHS,UNIT 22,,13,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,BURNT BLACK,,1
MHS_456,[MHS_456] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,456,MHS,UNIT 22,,13,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, MEDIUM",UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,,,1
MHS_457,[MHS_457] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,457,MHS,UNIT 22,,13,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,,,1
MHS_458,[MHS_458] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,458,MHS,UNIT 22,,13,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,LIMB,OTHER,UNIDENTIFIED EPIPHYSIS,,UNKNOWN,,,1
MHS_459,[MHS_459] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,459,MHS,UNIT 22,,13,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, LARGE",COW,LIMB,OTHER,FEMUR,,UNKNOWN,,ROUND CUT,1
MHS_460,[MHS_460] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,460,MHS,UNIT 22,,13,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, LARGE",UNKNOWN,UNKNOWN,OTHER,CANCELLOUS BONE,,UNKNOWN,,,6
MHS_461,[MHS_461] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,461,MHS,UNIT 22,,13,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,,,2
MHS_462,[MHS_462] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,462,MHS,UNIT 22,,13,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,,,1
MHS_463,[MHS_463] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,463,MHS,UNIT 22,,13,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,BURNT WHITE,,2
MHS_464,[MHS_464] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,464,MHS,UNIT 22,,14,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, MEDIUM",UNKNOWN,LIMB,OTHER,UNIDENTIFIED LONG BONE,,UNKNOWN,,,1
MHS_465,[MHS_465] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,465,MHS,UNIT 22,,18,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,BURNT WHITE,,12
MHS_466,[MHS_466]  -  (),image/jpg,image,,,,466,MHS,UNIT 22,,16,,ORGANIC,SHELL,,,SHELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,SHELL,OTHER,SHELL,,UNKNOWN,,,2
MHS_467,[MHS_467] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,467,MHS,UNIT 22,,16,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, LARGE",COW,LIMB,OTHER,FEMUR,,UNKNOWN,,ROUND CUT,1
MHS_468,[MHS_468] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,468,MHS,UNIT 22,,16,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,,,3
MHS_469,[MHS_469] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,469,MHS,UNIT 22,,16,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, LARGE",UNKNOWN,AXIAL,OTHER,UNIDENTIFIED FLAT BONE,,UNKNOWN,,,1
MHS_470,[MHS_470] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,470,MHS,UNIT 22,,16,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,BURNT WHITE AND BLACK,,9
MHS_471,[MHS_471] PULL TAB - TAB (1),image/jpg,image,,,,471,MHS,AREA 2,,SURFACE,,METAL,ALUMINUM,,,SHEET METAL,PULL TAB,MACHINE MADE,,1,TAB,472,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""LIFT""",,,,,,,,,,,
MHS_472,[MHS_472] CAN SODA - BODY (1),image/jpg,image,,,,472,MHS,AREA 2,,SURFACE,,METAL,ALUMINUM,,,SHEET METAL,CAN SODA,MACHINE MADE,,1,BODY,471,SUN FADED,,,,,,,,,,,,,,,,,,,,,,,,,,,SODA,,,,,,,,,,,GREEN LABEL,,,,,,,,,,,
MHS_473,[MHS_473] WIRE - BODY (1),image/jpg,image,,,,473,MHS,AREA 2,,SURFACE,,METAL,IRON,,,WIRE,WIRE,WIRE DRAWN,,1,BODY,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
MHS_474,[MHS_474] CARTRIDGE CASING - BODY (1),image/jpg,image,,,,474,MHS,AREA 2,,SURFACE,,METAL,BRASS,,,SHEET METAL,CARTRIDGE CASING,MACHINE MADE,,1,BODY,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,H,WINCHESTER,"NEW HAVEN, CT",FIREARMS,,,,1.5,,,0.6,0.7,1890,,,,,,,,,,,,,
MHS_475,[MHS_475] CAP - LID/CAP (1),image/jpg,image,,,,475,MHS,AREA 2,,SURFACE,,METAL,ALUMINUM,,,SHEET METAL,CAP,MACHINE MADE,,1,LID/CAP,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_476,[MHS_476] PULL TAB - TAB (1),image/jpg,image,,,,476,MHS,QUAD 5,,SURFACE,,METAL,ALUMINUM,,,SHEET METAL,PULL TAB,MACHINE CUT,,1,TAB,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_477,[MHS_477] WIRE - BODY (2),image/jpg,image,,,,477,MHS,QUAD 12,,SURFACE,,METAL,STEEL,,,WIRE,WIRE,WIRE DRAWN,,2,BODY,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,
MHS_478,[MHS_478] SCREEN - BODY (4),image/jpg,image,,,,478,MHS,QUAD 12,,SURFACE,,METAL,IRON,,,MESH,SCREEN,MACHINE MADE,,4,BODY,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_479,[MHS_479] NAIL WIRE COMMON - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,479,MHS,QUAD 12,,SURFACE,,METAL,IRON,,,NAIL,NAIL WIRE COMMON,WIRE DRAWN,,1,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,16D,,,,,,DOUBLE HEADED NAIL,,,,,,,,,,,
MHS_480,[MHS_480] STRAP/STRAPPING - BODY (2),image/jpg,image,,,,480,MHS,QUAD 12,,SURFACE,,METAL,IRON,,,SHEET METAL,STRAP/STRAPPING,MACHINE MADE,,2,BODY,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,
MHS_481,[MHS_481] SHEET - BODY (1),image/jpg,image,,,,481,MHS,QUAD 12,,SURFACE,,METAL,IRON,,,SHEET METAL,SHEET,MACHINE MADE,,1,BODY,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIDTH TAPERS FROM 1.5 CM TO A POINT,,,,,,,,,,,
MHS_482,[MHS_482] CHAIN LINK - BODY (1),image/jpg,image,,,,482,MHS,QUAD 12,,SURFACE,,METAL,IRON,,,CHAIN LINK,CHAIN LINK,WIRE DRAWN,,1,BODY,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,
MHS_483,[MHS_483] SHEET - UNKNOWN (1),image/jpg,image,,,,483,MHS,QUAD 6,,SURFACE,,METAL,IRON,,,SHEET METAL,SHEET,MACHINE MADE,,1,UNKNOWN,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,11.5,,8.5,,,,,"WELDINGS BEADS ON TOP ONE SIDE, ROUGH EDGES. MAY HAVE BEEN SHOP CLASS PEICE",,,,,,,,,,,
MHS_484,[MHS_484] CAP/LID - LID/CAP (1),image/jpg,image,,,,484,MHS,QUAD 6,,SURFACE,,METAL,IRON,,,SHEET METAL,CAP/LID,MACHINE MADE,,1,LID/CAP,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,COPENHAG,U.S. SMOKELESS TOBACCO COMPANY,"RICHMOND, VIRGINIA",DIPPING TOBACCO,,,,,,,6,,1822,,,,,,,,,,,,,
MHS_485,[MHS_485] CABLE - BODY (1),image/jpg,image,,,,485,MHS,QUAD 6,,SURFACE,,METAL,STEEL,,,CABLE,CABLE,WIRE DRAWN,,1,BODY,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,CABLE MADE OF 6 INDIVIDUAL WIRES WITH A 0.3 CM GAGE ,,,,,,,,,,,
MHS_486,[MHS_486] SPRING - BODY (5),image/jpg,image,,,,486,MHS,QUAD 6,,SURFACE,,METAL,IRON,,,SPRING,SPRING,WIRE DRAWN,,5,BODY,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,WHITE PAINT,,,,,,,,,,,
MHS_487,[MHS_487] NAIL WIRE COMMON - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,487,MHS,QUAD 6,,SURFACE,,METAL,ALUMINUM,,,NAIL,NAIL WIRE COMMON,WIRE DRAWN,,1,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4D,,,,,,,,,,,,,,,,,
MHS_488,[MHS_488] NAIL WIRE ROOFING - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,488,MHS,QUAD 6,,SURFACE,,METAL,IRON,,,NAIL,NAIL WIRE ROOFING,WIRE DRAWN,,1,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2D,,,,,,,,,,,,,,,,,
MHS_489,[MHS_489] PULL TAB - TAB (1),image/jpg,image,,,,489,MHS,QUAD 6,,SURFACE,,METAL,ALUMINUM,,,SHEET METAL,PULL TAB,MACHINE MADE,,1,TAB,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_490,[MHS_490] CAN LID - LID/CAP (1),image/jpg,image,,,,490,MHS,QUAD 6,,SURFACE,,METAL,ALUMINUM,,,SHEET METAL,CAN LID,MACHINE MADE,,1,LID/CAP,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""VACU""",,,,,,,,,,,
MHS_491,[MHS_491] TOY RUBBER DUCK - WHOLE/ENTIRE/COMPLETE (11),image/jpg,image,,,,491,MHS,,7,SURFACE,,SYNTHETIC,RUBBER VULCANIZED,,,TOY,TOY RUBBER DUCK,,,11,WHOLE/ENTIRE/COMPLETE,,,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,4,,,,,11 RUBBER DUCKS WITH PAINTED BLACK EYES AND ORANGE BEAKS,,,,,,,,,,,
MHS_492,[MHS_492]  - UNKNOWN (2),image/jpg,image,,,,492,MHS,,7,SURFACE,,ORGANIC,PAPER,,,PAPER,,,,2,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,3,,,,,CRUMPLED PIECES OF BLUE PAPER,,,,,,,,,,,
MHS_493,[MHS_493] BOOK - UNKNOWN (1),image/jpg,image,,,,493,MHS,,7,SURFACE,,ORGANIC,PAPER,,,PAPER,BOOK,,,1,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,2.5,,,,,'AH'' ''ER'' ''H'' ''LD'' ''ER D'',,,,,,,,,,,
MHS_494,[MHS_494] STRAW DRINKING - BODY (1),image/jpg,image,,,,494,MHS,,7,SURFACE,,SYNTHETIC,PLASTIC MISC,,,WRAPPER,STRAW DRINKING,,,1,BODY,,,CLEAR/TRANSPARENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,,,,,WRAPPER FOR JUICE BOX STRAW,,,,,,,,,,,
MHS_495,[MHS_495] WRAPPER CANDY - BODY (1),image/jpg,image,,,,495,MHS,,7,SURFACE,,SYNTHETIC,PLASTIC MISC,,,CANDY WRAPPER,WRAPPER CANDY,,,1,BODY,,,ORANGE,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,,,,,"CANDY WRAPPER, POSSIBLY FROM REESES",,,,,,,,,,,
MHS_496,[MHS_496] PLASTIC UNIDENTIFIED - UNKNOWN (1),image/jpg,image,,,,496,MHS,1,,2,,SYNTHETIC,PLASTIC MISC,,,PLASTIC UNIDENTIFIED,PLASTIC UNIDENTIFIED,,,1,UNKNOWN,,,CLEAR/TRANSPARENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,2.5,,,,,CLEAR PLASTIC WRAP,,,,,,,,,,,
MHS_497,[MHS_497] PLASTIC UNIDENTIFIED - UNKNOWN (1),image/jpg,image,,,,497,MHS,1,,2,,SYNTHETIC,PLASTIC MISC,,,PLASTIC UNIDENTIFIED,PLASTIC UNIDENTIFIED,,,1,UNKNOWN,,,BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,0.25,,,,,BLACK PLASTIC CYLINDER,,,,,,,,,,,
MHS_498,[MHS_498] TOY - UNKNOWN (1),image/jpg,image,,,,498,MHS,1,,2,,SYNTHETIC,PLASTIC MISC,,,TOY,TOY,,,1,UNKNOWN,,,SILVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.5,,1,,,,,SILVER PLASTIC TOY PART,,,,,,,,,,,
MHS_499,[MHS_499] PLASTIC UNIDENTIFIED - UNKNOWN (1),image/jpg,image,,,,499,MHS,1,,2,,SYNTHETIC,PLASTIC MISC,,,PLASTIC UNIDENTIFIED,PLASTIC UNIDENTIFIED,,,1,UNKNOWN,,,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,0.5,,,,,'23 24 25 26 27 28 29 30'' IN CALENDER FORMAT,,,,,,,,,,,
MHS_500,[MHS_500] PENCIL WOOD - BODY (1),image/jpg,image,,,,500,MHS,2,,1,,ORGANIC,WOOD,,,PENCIL,PENCIL WOOD,,,1,BODY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,3,,0.5,,,,,FLECKS OF BLACK PAINT,,,,,,,,,,,
MHS_501,[MHS_501] COMB/HAIR PICK - BODY (1),image/jpg,image,,,,501,MHS,22,,12,,SYNTHETIC,PLASTIC MISC,,,COMB,COMB/HAIR PICK,,,1,BODY,,,BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,4,,2.5,,,,,BROKEN COMB WITH MULTIPLE TEETH MISSING,,,,,,,,,,,
MHS_502,[MHS_502] PEN BALLPOINT - BODY (1),image/jpg,image,,,,502,MHS,10,,4,,SYNTHETIC,PLASTIC MISC,,,PEN,PEN BALLPOINT,,,1,BODY,,,CLEAR/TRANSPARENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,12,,0.25,,,,,BLUE INK CARTRIDGE FOR BALLPOINT PEN,,,,,,,,,,,
MHS_503,[MHS_503] PENCIL WOOD - BODY (1),image/jpg,image,,,,503,MHS,,6,,,ORGANIC,WOOD,METAL,METAL UNIDENTIFIED,PENCIL,PENCIL WOOD,,,1,BODY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,0.75,,,,,'HB'' YELLOW PAINT AND YELLOW AND GREEN FERRULE,,,,,,,,,,,
MHS_504,[MHS_504] PENCIL WOOD - BODY (1),image/jpg,image,,,,504,MHS,,6,,,ORGANIC,WOOD,METAL,METAL UNIDENTIFIED,PENCIL,PENCIL WOOD,,,1,BODY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,9.5,,,,,,,"WHITE ERASER, GREEN AND YELLOW FERRULE, UNPAINTED",,,,,,,,,,,
MHS_505,[MHS_505] PENCIL WOOD - BODY (1),image/jpg,image,,,,505,MHS,,6,,,ORGANIC,WOOD,MINERAL,GRAPHITE,PENCIL,PENCIL WOOD,,,1,BODY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,5,,,,,,,'EMPIRE'',,,,,,,,,,,
MHS_506,[MHS_506] GLOVE WORK - BODY (1),image/jpg,image,,,,506,MHS,,10,,,ORGANIC,LEATHER,,,GLOVE,GLOVE WORK,,,1,BODY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,20,,10,,,,,"RUST SPOTS, TAG INSIDE ''L'' IN RED",,,,,,,,,,,
MHS_507,[MHS_507] CLIP PEN/PENCIL - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,507,MHS,QUAD 13,,SURFACE,,SYNTHETIC,PLASTIC MISC,METAL,METAL UNIDENTIFIED,PEN,CLIP PEN/PENCIL,,,1,WHOLE/ENTIRE/COMPLETE,,,GREY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,15.5,,,,,,,'LEGAL COPY FINE PT 474 F WI NDY'' RUSTED CLIP,,,,,,,,,,,
MHS_508,[MHS_508] BUTTON COAT - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,508,MHS,QUAD 13,,SURFACE,,ORGANIC,BONE,,,BUTTON,BUTTON COAT,,,1,WHOLE/ENTIRE/COMPLETE,,CRAZING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.5,,2,,,,,"POINTED EGG SHAPE, SMALL HOLE FOR THREAD",,,,,,,,,,,
